STD_ZIP5,STUSPS,category,event_index
92230,CA,MINOR,2.0
92282,CA,MODERATE,3.0
92305,CA,MINOR,2.0
92314,CA,MODERATE,3.0
92315,CA,MINOR,2.0
92317,CA,LIMITED,1.0
92321,CA,LIMITED,1.0
92322,CA,LIMITED,1.0
92325,CA,LIMITED,1.0
92333,CA,MINOR,2.0
92339,CA,MINOR,2.0
92341,CA,MINOR,2.0
92352,CA,LIMITED,1.0
92358,CA,LIMITED,1.0
92382,CA,LIMITED,1.0
92385,CA,LIMITED,1.0
92386,CA,MODERATE,3.0
92391,CA,LIMITED,1.0
92549,CA,MINOR,2.0
92561,CA,MINOR,2.0
93205,CA,MAJOR,4.0
93207,CA,EXTREME,5.0
93222,CA,MODERATE,3.0
93225,CA,MINOR,2.0
93238,CA,MAJOR,4.0
93240,CA,MAJOR,4.0
93243,CA,LIMITED,1.0
93255,CA,MODERATE,3.0
93260,CA,MAJOR,4.0
93262,CA,EXTREME,5.0
93265,CA,MINOR,2.0
93271,CA,LIMITED,1.0
93283,CA,MAJOR,4.0
93285,CA,MAJOR,4.0
93510,CA,LIMITED,1.0
93512,CA,MODERATE,3.0
93513,CA,MODERATE,3.0
93514,CA,MAJOR,4.0
93515,CA,MAJOR,4.0
93517,CA,EXTREME,5.0
93518,CA,MINOR,2.0
93526,CA,MODERATE,3.0
93529,CA,EXTREME,5.0
93530,CA,MODERATE,3.0
93531,CA,MINOR,2.0
93541,CA,EXTREME,5.0
93545,CA,MODERATE,3.0
