NAMELSAD,STUSPS,event_index,category,ISSUE_TIME,START_TIME,END_TIME
King William County,VA,0,N/S,202401300600,202401301200,202402061200
Huerfano County,CO,0,N/S,202401300600,202401301200,202402061200
Karnes County,TX,0,N/S,202401300600,202401301200,202402061200
Chester County,TN,0,N/S,202401300600,202401301200,202402061200
Scott County,IL,0,N/S,202401300600,202401301200,202402061200
Millard County,UT,0,N/S,202401300600,202401301200,202402061200
Morgan County,UT,0,N/S,202401300600,202401301200,202402061200
Kaufman County,TX,0,N/S,202401300600,202401301200,202402061200
Greenlee County,AZ,0,N/S,202401300600,202401301200,202402061200
Maricopa County,AZ,0,N/S,202401300600,202401301200,202402061200
Ogemaw County,MI,0,N/S,202401300600,202401301200,202402061200
Jackson County,TN,0,N/S,202401300600,202401301200,202402061200
Richland County,IL,0,N/S,202401300600,202401301200,202402061200
Blount County,AL,0,N/S,202401300600,202401301200,202402061200
Liberty County,MT,0,N/S,202401300600,202401301200,202402061200
Duval County,TX,0,N/S,202401300600,202401301200,202402061200
Ralls County,MO,0,N/S,202401300600,202401301200,202402061200
Johnson County,TX,0,N/S,202401300600,202401301200,202402061200
Clay County,GA,0,N/S,202401300600,202401301200,202402061200
Grant County,OR,0,N/S,202401300600,202401301200,202402061200
Coos County,OR,0,N/S,202401300600,202401301200,202402061200
Franklin County,TX,0,N/S,202401300600,202401301200,202402061200
Warren County,NY,0,N/S,202401300600,202401301200,202402061200
Madison County,VA,0,N/S,202401300600,202401301200,202402061200
Atoka County,OK,0,N/S,202401300600,202401301200,202402061200
Menard County,IL,0,N/S,202401300600,202401301200,202402061200
Bartow County,GA,0,N/S,202401300600,202401301200,202402061200
Lake County,FL,0,N/S,202401300600,202401301200,202402061200
Okmulgee County,OK,0,N/S,202401300600,202401301200,202402061200
Sheridan County,ND,0,N/S,202401300600,202401301200,202402061200
Fulton County,IN,0,N/S,202401300600,202401301200,202402061200
Johnson County,KS,0,N/S,202401300600,202401301200,202402061200
Calvert County,MD,0,N/S,202401300600,202401301200,202402061200
Washburn County,WI,0,N/S,202401300600,202401301200,202402061200
Jefferson County,WA,0,N/S,202401300600,202401301200,202402061200
Aguada Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Winona County,MN,0,N/S,202401300600,202401301200,202402061200
Warren County,MS,0,N/S,202401300600,202401301200,202402061200
Andrew County,MO,0,N/S,202401300600,202401301200,202402061200
Montgomery County,MO,0,N/S,202401300600,202401301200,202402061200
Cherokee County,KS,0,N/S,202401300600,202401301200,202402061200
Halifax County,NC,0,N/S,202401300600,202401301200,202402061200
Sandoval County,NM,0,N/S,202401300600,202401301200,202402061200
Clay County,KY,0,N/S,202401300600,202401301200,202402061200
Clinton County,PA,0,N/S,202401300600,202401301200,202402061200
Linn County,OR,0,N/S,202401300600,202401301200,202402061200
Lafayette County,WI,0,N/S,202401300600,202401301200,202402061200
Washington County,OK,0,N/S,202401300600,202401301200,202402061200
Preston County,WV,0,N/S,202401300600,202401301200,202402061200
Rota Municipality,MP,0,N/S,202401300600,202401301200,202402061200
Waupaca County,WI,0,N/S,202401300600,202401301200,202402061200
Edwards County,TX,0,N/S,202401300600,202401301200,202402061200
Lake County,OR,0,N/S,202401300600,202401301200,202402061200
Ozark County,MO,0,N/S,202401300600,202401301200,202402061200
Waller County,TX,0,N/S,202401300600,202401301200,202402061200
Monroe County,AL,0,N/S,202401300600,202401301200,202402061200
Essex County,VT,0,N/S,202401300600,202401301200,202402061200
Lunenburg County,VA,0,N/S,202401300600,202401301200,202402061200
Traill County,ND,0,N/S,202401300600,202401301200,202402061200
Hall County,GA,0,N/S,202401300600,202401301200,202402061200
Treutlen County,GA,0,N/S,202401300600,202401301200,202402061200
Calhoun County,GA,0,N/S,202401300600,202401301200,202402061200
Vilas County,WI,0,N/S,202401300600,202401301200,202402061200
Beltrami County,MN,0,N/S,202401300600,202401301200,202402061200
Coamo Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Guánica Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Dorchester County,MD,0,N/S,202401300600,202401301200,202402061200
Columbia County,PA,0,N/S,202401300600,202401301200,202402061200
Clark County,OH,0,N/S,202401300600,202401301200,202402061200
Maverick County,TX,0,N/S,202401300600,202401301200,202402061200
Pima County,AZ,0,N/S,202401300600,202401301200,202402061200
Cibola County,NM,0,N/S,202401300600,202401301200,202402061200
Burlington County,NJ,0,N/S,202401300600,202401301200,202402061200
Rutland County,VT,0,N/S,202401300600,202401301200,202402061200
Early County,GA,0,N/S,202401300600,202401301200,202402061200
Dukes County,MA,0,N/S,202401300600,202401301200,202402061200
McHenry County,ND,0,N/S,202401300600,202401301200,202402061200
Wayne County,NE,0,N/S,202401300600,202401301200,202402061200
LaMoure County,ND,0,N/S,202401300600,202401301200,202402061200
Butte County,ID,0,N/S,202401300600,202401301200,202402061200
Coos County,NH,0,N/S,202401300600,202401301200,202402061200
Kidder County,ND,0,N/S,202401300600,202401301200,202402061200
Kleberg County,TX,0,N/S,202401300600,202401301200,202402061200
Porter County,IN,0,N/S,202401300600,202401301200,202402061200
Newton County,MS,0,N/S,202401300600,202401301200,202402061200
Sampson County,NC,0,N/S,202401300600,202401301200,202402061200
Moore County,TN,0,N/S,202401300600,202401301200,202402061200
Pinellas County,FL,0,N/S,202401300600,202401301200,202402061200
Barranquitas Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Hamilton County,IL,0,N/S,202401300600,202401301200,202402061200
Perry County,AR,0,N/S,202401300600,202401301200,202402061200
Cheyenne County,KS,0,N/S,202401300600,202401301200,202402061200
Delta County,CO,0,N/S,202401300600,202401301200,202402061200
Wayne County,IA,0,N/S,202401300600,202401301200,202402061200
Gaines County,TX,0,N/S,202401300600,202401301200,202402061200
Marion County,AL,0,N/S,202401300600,202401301200,202402061200
Watauga County,NC,0,N/S,202401300600,202401301200,202402061200
Roanoke city,VA,0,N/S,202401300600,202401301200,202402061200
Martin County,TX,0,N/S,202401300600,202401301200,202402061200
Bowie County,TX,0,N/S,202401300600,202401301200,202402061200
Weber County,UT,0,N/S,202401300600,202401301200,202402061200
Marion County,MO,0,N/S,202401300600,202401301200,202402061200
Jefferson County,NY,0,N/S,202401300600,202401301200,202402061200
Jackson County,IA,0,N/S,202401300600,202401301200,202402061200
Nelson County,ND,0,N/S,202401300600,202401301200,202402061200
Clinton County,NY,0,N/S,202401300600,202401301200,202402061200
Garfield County,CO,0,N/S,202401300600,202401301200,202402061200
Ray County,MO,0,N/S,202401300600,202401301200,202402061200
Hocking County,OH,0,N/S,202401300600,202401301200,202402061200
Lowndes County,AL,0,N/S,202401300600,202401301200,202402061200
Candler County,GA,0,N/S,202401300600,202401301200,202402061200
Linn County,IA,0,N/S,202401300600,202401301200,202402061200
Trinity County,CA,0,N/S,202401300600,202401301200,202402061200
Muscogee County,GA,0,N/S,202401300600,202401301200,202402061200
Tallahatchie County,MS,0,N/S,202401300600,202401301200,202402061200
Atchison County,KS,0,N/S,202401300600,202401301200,202402061200
Lares Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Andrews County,TX,0,N/S,202401300600,202401301200,202402061200
Miami County,OH,0,N/S,202401300600,202401301200,202402061200
Potter County,TX,0,N/S,202401300600,202401301200,202402061200
Seminole County,OK,0,N/S,202401300600,202401301200,202402061200
Aiken County,SC,0,N/S,202401300600,202401301200,202402061200
Manu'a District,AS,0,N/S,202401300600,202401301200,202402061200
Mendocino County,CA,0,N/S,202401300600,202401301200,202402061200
Chesapeake city,VA,0,N/S,202401300600,202401301200,202402061200
Tinian Municipality,MP,0,N/S,202401300600,202401301200,202402061200
Yauco Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Sweetwater County,WY,0,N/S,202401300600,202401301200,202402061200
Garza County,TX,0,N/S,202401300600,202401301200,202402061200
Hardy County,WV,0,N/S,202401300600,202401301200,202402061200
Adjuntas Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Ozaukee County,WI,0,N/S,202401300600,202401301200,202402061200
Sullivan County,TN,0,N/S,202401300600,202401301200,202402061200
Laurens County,SC,0,N/S,202401300600,202401301200,202402061200
Crook County,WY,0,N/S,202401300600,202401301200,202402061200
Sheboygan County,WI,0,N/S,202401300600,202401301200,202402061200
Hampden County,MA,0,N/S,202401300600,202401301200,202402061200
Caldwell County,TX,0,N/S,202401300600,202401301200,202402061200
Cloud County,KS,0,N/S,202401300600,202401301200,202402061200
Inyo County,CA,0,N/S,202401300600,202401301200,202402061200
Coosa County,AL,0,N/S,202401300600,202401301200,202402061200
Dickinson County,IA,0,N/S,202401300600,202401301200,202402061200
Harlan County,KY,0,N/S,202401300600,202401301200,202402061200
Geary County,KS,0,N/S,202401300600,202401301200,202402061200
Berks County,PA,0,N/S,202401300600,202401301200,202402061200
Carter County,TN,0,N/S,202401300600,202401301200,202402061200
Lyon County,MN,0,N/S,202401300600,202401301200,202402061200
Charlotte County,VA,0,N/S,202401300600,202401301200,202402061200
Washington County,TN,0,N/S,202401300600,202401301200,202402061200
Newberry County,SC,0,N/S,202401300600,202401301200,202402061200
Isle of Wight County,VA,0,N/S,202401300600,202401301200,202402061200
Wheeler County,OR,0,N/S,202401300600,202401301200,202402061200
Butler County,MO,0,N/S,202401300600,202401301200,202402061200
Iberville Parish,LA,0,N/S,202401300600,202401301200,202402061200
Sharkey County,MS,0,N/S,202401300600,202401301200,202402061200
Fauquier County,VA,0,N/S,202401300600,202401301200,202402061200
Radford city,VA,0,N/S,202401300600,202401301200,202402061200
Douglas County,NV,0,N/S,202401300600,202401301200,202402061200
Franklin County,FL,0,N/S,202401300600,202401301200,202402061200
Greene County,IN,0,N/S,202401300600,202401301200,202402061200
Rush County,IN,0,N/S,202401300600,202401301200,202402061200
Washington County,WI,0,N/S,202401300600,202401301200,202402061200
Laclede County,MO,0,N/S,202401300600,202401301200,202402061200
Mercer County,PA,0,N/S,202401300600,202401301200,202402061200
Craighead County,AR,0,N/S,202401300600,202401301200,202402061200
Saline County,MO,0,N/S,202401300600,202401301200,202402061200
White County,IL,0,N/S,202401300600,202401301200,202402061200
De Witt County,IL,0,N/S,202401300600,202401301200,202402061200
White Pine County,NV,0,N/S,202401300600,202401301200,202402061200
Goodhue County,MN,0,N/S,202401300600,202401301200,202402061200
Swain County,NC,0,N/S,202401300600,202401301200,202402061200
Pasco County,FL,0,N/S,202401300600,202401301200,202402061200
Sumter County,FL,0,N/S,202401300600,202401301200,202402061200
Nassau County,NY,0,N/S,202401300600,202401301200,202402061200
Steele County,ND,0,N/S,202401300600,202401301200,202402061200
Vanderburgh County,IN,0,N/S,202401300600,202401301200,202402061200
Franklin County,MO,0,N/S,202401300600,202401301200,202402061200
Avery County,NC,0,N/S,202401300600,202401301200,202402061200
Wood County,WV,0,N/S,202401300600,202401301200,202402061200
Bayfield County,WI,0,N/S,202401300600,202401301200,202402061200
Stewart County,TN,0,N/S,202401300600,202401301200,202402061200
Portage County,WI,0,N/S,202401300600,202401301200,202402061200
Lexington County,SC,0,N/S,202401300600,202401301200,202402061200
Anne Arundel County,MD,0,N/S,202401300600,202401301200,202402061200
Fond du Lac County,WI,0,N/S,202401300600,202401301200,202402061200
Webster County,WV,0,N/S,202401300600,202401301200,202402061200
Kewaunee County,WI,0,N/S,202401300600,202401301200,202402061200
Parmer County,TX,0,N/S,202401300600,202401301200,202402061200
Woods County,OK,0,N/S,202401300600,202401301200,202402061200
Elliott County,KY,0,N/S,202401300600,202401301200,202402061200
Berkshire County,MA,0,N/S,202401300600,202401301200,202402061200
Chariton County,MO,0,N/S,202401300600,202401301200,202402061200
Rio Blanco County,CO,0,N/S,202401300600,202401301200,202402061200
Morgan County,CO,0,N/S,202401300600,202401301200,202402061200
Malheur County,OR,0,N/S,202401300600,202401301200,202402061200
Middlesex County,NJ,0,N/S,202401300600,202401301200,202402061200
Russell County,KS,0,N/S,202401300600,202401301200,202402061200
Putnam County,IL,0,N/S,202401300600,202401301200,202402061200
Haakon County,SD,0,N/S,202401300600,202401301200,202402061200
Macon County,TN,0,N/S,202401300600,202401301200,202402061200
Cleburne County,AR,0,N/S,202401300600,202401301200,202402061200
Pike County,AL,0,N/S,202401300600,202401301200,202402061200
Adams County,ID,0,N/S,202401300600,202401301200,202402061200
Bristol County,MA,0,N/S,202401300600,202401301200,202402061200
Schuylkill County,PA,0,N/S,202401300600,202401301200,202402061200
Wells County,ND,0,N/S,202401300600,202401301200,202402061200
Cleveland County,NC,0,N/S,202401300600,202401301200,202402061200
Hot Spring County,AR,0,N/S,202401300600,202401301200,202402061200
Frederick County,MD,0,N/S,202401300600,202401301200,202402061200
Schuyler County,IL,0,N/S,202401300600,202401301200,202402061200
Mono County,CA,0,N/S,202401300600,202401301200,202402061200
Tuolumne County,CA,0,N/S,202401300600,202401301200,202402061200
Doña Ana County,NM,0,N/S,202401300600,202401301200,202402061200
Crisp County,GA,0,N/S,202401300600,202401301200,202402061200
Columbia County,AR,0,N/S,202401300600,202401301200,202402061200
Griggs County,ND,0,N/S,202401300600,202401301200,202402061200
Solano County,CA,0,N/S,202401300600,202401301200,202402061200
Clayton County,IA,0,N/S,202401300600,202401301200,202402061200
Titus County,TX,0,N/S,202401300600,202401301200,202402061200
Hampshire County,WV,0,N/S,202401300600,202401301200,202402061200
Moore County,NC,0,N/S,202401300600,202401301200,202402061200
Barton County,KS,0,N/S,202401300600,202401301200,202402061200
Slope County,ND,0,N/S,202401300600,202401301200,202402061200
Richland Parish,LA,0,N/S,202401300600,202401301200,202402061200
Garfield County,NE,0,N/S,202401300600,202401301200,202402061200
St. Martin Parish,LA,0,N/S,202401300600,202401301200,202402061200
Sumter County,AL,0,N/S,202401300600,202401301200,202402061200
Winston County,AL,0,N/S,202401300600,202401301200,202402061200
Seminole County,FL,0,N/S,202401300600,202401301200,202402061200
Forrest County,MS,0,N/S,202401300600,202401301200,202402061200
Ingham County,MI,0,N/S,202401300600,202401301200,202402061200
Shawnee County,KS,0,N/S,202401300600,202401301200,202402061200
Hanson County,SD,0,N/S,202401300600,202401301200,202402061200
Itasca County,MN,0,N/S,202401300600,202401301200,202402061200
Lincoln County,CO,0,N/S,202401300600,202401301200,202402061200
Madison County,NY,0,N/S,202401300600,202401301200,202402061200
Washington County,NY,0,N/S,202401300600,202401301200,202402061200
Johnson County,IN,0,N/S,202401300600,202401301200,202402061200
Terry County,TX,0,N/S,202401300600,202401301200,202402061200
Harding County,NM,0,N/S,202401300600,202401301200,202402061200
Talladega County,AL,0,N/S,202401300600,202401301200,202402061200
Langlade County,WI,0,N/S,202401300600,202401301200,202402061200
Foard County,TX,0,N/S,202401300600,202401301200,202402061200
Buena Vista County,IA,0,N/S,202401300600,202401301200,202402061200
Mills County,IA,0,N/S,202401300600,202401301200,202402061200
Real County,TX,0,N/S,202401300600,202401301200,202402061200
Delaware County,OH,0,N/S,202401300600,202401301200,202402061200
Forsyth County,NC,0,N/S,202401300600,202401301200,202402061200
Carson City,NV,0,N/S,202401300600,202401301200,202402061200
Dallas County,IA,0,N/S,202401300600,202401301200,202402061200
Carson County,TX,0,N/S,202401300600,202401301200,202402061200
Sumter County,GA,0,N/S,202401300600,202401301200,202402061200
Wayne County,MO,0,N/S,202401300600,202401301200,202402061200
Anderson County,SC,0,N/S,202401300600,202401301200,202402061200
Carbon County,WY,0,N/S,202401300600,202401301200,202402061200
Silver Bow County,MT,0,N/S,202401300600,202401301200,202402061200
Stephenson County,IL,0,N/S,202401300600,202401301200,202402061200
Lapeer County,MI,0,N/S,202401300600,202401301200,202402061200
Claiborne Parish,LA,0,N/S,202401300600,202401301200,202402061200
Yalobusha County,MS,0,N/S,202401300600,202401301200,202402061200
Maricao Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Kalkaska County,MI,0,N/S,202401300600,202401301200,202402061200
Aguadilla Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Evangeline Parish,LA,0,N/S,202401300600,202401301200,202402061200
Hardeman County,TN,0,N/S,202401300600,202401301200,202402061200
Cochise County,AZ,0,N/S,202401300600,202401301200,202402061200
Hidalgo County,NM,0,N/S,202401300600,202401301200,202402061200
Divide County,ND,0,N/S,202401300600,202401301200,202402061200
San Bernardino County,CA,0,N/S,202401300600,202401301200,202402061200
Montezuma County,CO,0,N/S,202401300600,202401301200,202402061200
Clarke County,MS,0,N/S,202401300600,202401301200,202402061200
Marion County,IA,0,N/S,202401300600,202401301200,202402061200
Douglas County,NE,0,N/S,202401300600,202401301200,202402061200
Fairfax city,VA,0,N/S,202401300600,202401301200,202402061200
Harmon County,OK,0,N/S,202401300600,202401301200,202402061200
Cedar County,MO,0,N/S,202401300600,202401301200,202402061200
Clarke County,GA,0,N/S,202401300600,202401301200,202402061200
Valley County,ID,0,N/S,202401300600,202401301200,202402061200
Knox County,TX,0,N/S,202401300600,202401301200,202402061200
Ouachita County,AR,0,N/S,202401300600,202401301200,202402061200
Darke County,OH,0,N/S,202401300600,202401301200,202402061200
Kay County,OK,0,N/S,202401300600,202401301200,202402061200
Dewey County,SD,0,N/S,202401300600,202401301200,202402061200
Tillamook County,OR,0,N/S,202401300600,202401301200,202402061200
Coweta County,GA,0,N/S,202401300600,202401301200,202402061200
Simpson County,MS,0,N/S,202401300600,202401301200,202402061200
Stone County,MS,0,N/S,202401300600,202401301200,202402061200
Contra Costa County,CA,0,N/S,202401300600,202401301200,202402061200
Carroll County,TN,0,N/S,202401300600,202401301200,202402061200
Henrico County,VA,0,N/S,202401300600,202401301200,202402061200
Owen County,IN,0,N/S,202401300600,202401301200,202402061200
Westchester County,NY,0,N/S,202401300600,202401301200,202402061200
Bollinger County,MO,0,N/S,202401300600,202401301200,202402061200
McDowell County,WV,0,N/S,202401300600,202401301200,202402061200
Harrison County,WV,0,N/S,202401300600,202401301200,202402061200
Granville County,NC,0,N/S,202401300600,202401301200,202402061200
Pierce County,NE,0,N/S,202401300600,202401301200,202402061200
Bleckley County,GA,0,N/S,202401300600,202401301200,202402061200
Burke County,GA,0,N/S,202401300600,202401301200,202402061200
Union County,IL,0,N/S,202401300600,202401301200,202402061200
Kankakee County,IL,0,N/S,202401300600,202401301200,202402061200
McIntosh County,ND,0,N/S,202401300600,202401301200,202402061200
Platte County,NE,0,N/S,202401300600,202401301200,202402061200
Warren County,NC,0,N/S,202401300600,202401301200,202402061200
Aibonito Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Marion County,GA,0,N/S,202401300600,202401301200,202402061200
Clay County,SD,0,N/S,202401300600,202401301200,202402061200
Sussex County,DE,0,N/S,202401300600,202401301200,202402061200
Jasper County,GA,0,N/S,202401300600,202401301200,202402061200
Randolph County,MO,0,N/S,202401300600,202401301200,202402061200
Butler County,KS,0,N/S,202401300600,202401301200,202402061200
Hays County,TX,0,N/S,202401300600,202401301200,202402061200
Medina County,TX,0,N/S,202401300600,202401301200,202402061200
Mason County,MI,0,N/S,202401300600,202401301200,202402061200
Beaufort County,SC,0,N/S,202401300600,202401301200,202402061200
Yankton County,SD,0,N/S,202401300600,202401301200,202402061200
Rock County,WI,0,N/S,202401300600,202401301200,202402061200
Pickens County,SC,0,N/S,202401300600,202401301200,202402061200
Columbia County,WA,0,N/S,202401300600,202401301200,202402061200
Clinton County,IN,0,N/S,202401300600,202401301200,202402061200
Clinton County,IL,0,N/S,202401300600,202401301200,202402061200
Minidoka County,ID,0,N/S,202401300600,202401301200,202402061200
Sullivan County,PA,0,N/S,202401300600,202401301200,202402061200
Rankin County,MS,0,N/S,202401300600,202401301200,202402061200
Motley County,TX,0,N/S,202401300600,202401301200,202402061200
Lane County,OR,0,N/S,202401300600,202401301200,202402061200
Wichita County,TX,0,N/S,202401300600,202401301200,202402061200
Shiawassee County,MI,0,N/S,202401300600,202401301200,202402061200
Jewell County,KS,0,N/S,202401300600,202401301200,202402061200
Mitchell County,KS,0,N/S,202401300600,202401301200,202402061200
Bradford County,FL,0,N/S,202401300600,202401301200,202402061200
Marion County,MS,0,N/S,202401300600,202401301200,202402061200
George County,MS,0,N/S,202401300600,202401301200,202402061200
Jo Daviess County,IL,0,N/S,202401300600,202401301200,202402061200
Hancock County,IN,0,N/S,202401300600,202401301200,202402061200
Franklin city,VA,0,N/S,202401300600,202401301200,202402061200
Midland County,TX,0,N/S,202401300600,202401301200,202402061200
Scott County,KS,0,N/S,202401300600,202401301200,202402061200
Cascade County,MT,0,N/S,202401300600,202401301200,202402061200
Harrisonburg city,VA,0,N/S,202401300600,202401301200,202402061200
Williamson County,IL,0,N/S,202401300600,202401301200,202402061200
Flathead County,MT,0,N/S,202401300600,202401301200,202402061200
Peñuelas Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Stevens County,KS,0,N/S,202401300600,202401301200,202402061200
Fayette County,KY,0,N/S,202401300600,202401301200,202402061200
Hancock County,KY,0,N/S,202401300600,202401301200,202402061200
Brown County,SD,0,N/S,202401300600,202401301200,202402061200
Barbour County,WV,0,N/S,202401300600,202401301200,202402061200
Wayne County,TN,0,N/S,202401300600,202401301200,202402061200
Box Butte County,NE,0,N/S,202401300600,202401301200,202402061200
Northumberland County,PA,0,N/S,202401300600,202401301200,202402061200
Victoria County,TX,0,N/S,202401300600,202401301200,202402061200
Buena Vista city,VA,0,N/S,202401300600,202401301200,202402061200
St. Clair County,MI,0,N/S,202401300600,202401301200,202402061200
Thurston County,NE,0,N/S,202401300600,202401301200,202402061200
Lamoille County,VT,0,N/S,202401300600,202401301200,202402061200
Franklin County,VA,0,N/S,202401300600,202401301200,202402061200
Blaine County,OK,0,N/S,202401300600,202401301200,202402061200
Kittitas County,WA,0,N/S,202401300600,202401301200,202402061200
Randolph County,IN,0,N/S,202401300600,202401301200,202402061200
Kane County,UT,0,N/S,202401300600,202401301200,202402061200
Tucker County,WV,0,N/S,202401300600,202401301200,202402061200
Ponce Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Crawford County,WI,0,N/S,202401300600,202401301200,202402061200
Jackson County,AL,0,N/S,202401300600,202401301200,202402061200
Mahaska County,IA,0,N/S,202401300600,202401301200,202402061200
Douglas County,KS,0,N/S,202401300600,202401301200,202402061200
Daviess County,KY,0,N/S,202401300600,202401301200,202402061200
Powell County,KY,0,N/S,202401300600,202401301200,202402061200
Jasper County,MO,0,N/S,202401300600,202401301200,202402061200
Union County,OR,0,N/S,202401300600,202401301200,202402061200
Henry County,GA,0,N/S,202401300600,202401301200,202402061200
Adams County,ND,0,N/S,202401300600,202401301200,202402061200
Pamlico County,NC,0,N/S,202401300600,202401301200,202402061200
Graves County,KY,0,N/S,202401300600,202401301200,202402061200
Cambria County,PA,0,N/S,202401300600,202401301200,202402061200
McMinn County,TN,0,N/S,202401300600,202401301200,202402061200
Livingston County,MI,0,N/S,202401300600,202401301200,202402061200
Adams County,CO,0,N/S,202401300600,202401301200,202402061200
Lackawanna County,PA,0,N/S,202401300600,202401301200,202402061200
Pontotoc County,OK,0,N/S,202401300600,202401301200,202402061200
Creek County,OK,0,N/S,202401300600,202401301200,202402061200
Tyler County,TX,0,N/S,202401300600,202401301200,202402061200
Van Buren County,TN,0,N/S,202401300600,202401301200,202402061200
Pottawatomie County,OK,0,N/S,202401300600,202401301200,202402061200
Socorro County,NM,0,N/S,202401300600,202401301200,202402061200
Atkinson County,GA,0,N/S,202401300600,202401301200,202402061200
Duval County,FL,0,N/S,202401300600,202401301200,202402061200
Falls County,TX,0,N/S,202401300600,202401301200,202402061200
Yell County,AR,0,N/S,202401300600,202401301200,202402061200
Comanche County,KS,0,N/S,202401300600,202401301200,202402061200
Jessamine County,KY,0,N/S,202401300600,202401301200,202402061200
Monroe County,KY,0,N/S,202401300600,202401301200,202402061200
Kiowa County,OK,0,N/S,202401300600,202401301200,202402061200
Lake County,SD,0,N/S,202401300600,202401301200,202402061200
Caswell County,NC,0,N/S,202401300600,202401301200,202402061200
Presidio County,TX,0,N/S,202401300600,202401301200,202402061200
Greene County,OH,0,N/S,202401300600,202401301200,202402061200
Willacy County,TX,0,N/S,202401300600,202401301200,202402061200
Bayamón Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Los Alamos County,NM,0,N/S,202401300600,202401301200,202402061200
Kenai Peninsula Borough,AK,0,N/S,202401300600,202401301200,202402061200
Baldwin County,AL,0,N/S,202401300600,202401301200,202402061200
Appanoose County,IA,0,N/S,202401300600,202401301200,202402061200
St. Croix Island,VI,0,N/S,202401300600,202401301200,202402061200
New Kent County,VA,0,N/S,202401300600,202401301200,202402061200
Talbot County,GA,0,N/S,202401300600,202401301200,202402061200
Lewis County,NY,0,N/S,202401300600,202401301200,202402061200
Clay County,WV,0,N/S,202401300600,202401301200,202402061200
Jefferson County,IN,0,N/S,202401300600,202401301200,202402061200
Bedford County,VA,0,N/S,202401300600,202401301200,202402061200
Mora County,NM,0,N/S,202401300600,202401301200,202402061200
Boone County,NE,0,N/S,202401300600,202401301200,202402061200
Oregon County,MO,0,N/S,202401300600,202401301200,202402061200
Houston County,TN,0,N/S,202401300600,202401301200,202402061200
Wyoming County,PA,0,N/S,202401300600,202401301200,202402061200
Lenoir County,NC,0,N/S,202401300600,202401301200,202402061200
Vigo County,IN,0,N/S,202401300600,202401301200,202402061200
Elkhart County,IN,0,N/S,202401300600,202401301200,202402061200
Grayson County,VA,0,N/S,202401300600,202401301200,202402061200
Lubbock County,TX,0,N/S,202401300600,202401301200,202402061200
Meeker County,MN,0,N/S,202401300600,202401301200,202402061200
Ashland County,OH,0,N/S,202401300600,202401301200,202402061200
Madison County,NE,0,N/S,202401300600,202401301200,202402061200
Martin County,FL,0,N/S,202401300600,202401301200,202402061200
Mineral County,CO,0,N/S,202401300600,202401301200,202402061200
Dawson County,GA,0,N/S,202401300600,202401301200,202402061200
Johnson County,GA,0,N/S,202401300600,202401301200,202402061200
Monroe County,AR,0,N/S,202401300600,202401301200,202402061200
Dallas County,MO,0,N/S,202401300600,202401301200,202402061200
Pittsylvania County,VA,0,N/S,202401300600,202401301200,202402061200
Denali Borough,AK,0,N/S,202401300600,202401301200,202402061200
Pawnee County,KS,0,N/S,202401300600,202401301200,202402061200
Wyandotte County,KS,0,N/S,202401300600,202401301200,202402061200
Dixie County,FL,0,N/S,202401300600,202401301200,202402061200
Tuscola County,MI,0,N/S,202401300600,202401301200,202402061200
Southeast Fairbanks Census Area,AK,0,N/S,202401300600,202401301200,202402061200
Graham County,KS,0,N/S,202401300600,202401301200,202402061200
St. Landry Parish,LA,0,N/S,202401300600,202401301200,202402061200
Giles County,TN,0,N/S,202401300600,202401301200,202402061200
Lucas County,OH,0,N/S,202401300600,202401301200,202402061200
Mississippi County,AR,0,N/S,202401300600,202401301200,202402061200
Rincón Municipio,PR,0,N/S,202401300600,202401301200,202402061200
Floyd County,IN,0,N/S,202401300600,202401301200,202402061200
Morton County,KS,0,N/S,202401300600,202401301200,202402061200
Grant County,KY,0,N/S,202401300600,202401301200,202402061200
Taylor County,KY,0,N/S,202401300600,202401301200,202402061200
Graham County,NC,0,N/S,202401300600,202401301200,202402061200
Logan County,WV,0,N/S,202401300600,202401301200,202402061200
Pleasants County,WV,0,N/S,202401300600,202401301200,202402061200
Giles County,VA,0,N/S,202401300600,202401301200,202402061200
Fayette County,WV,0,N/S,202401300600,202401301200,202402061200
Snohomish County,WA,0,N/S,202401300600,202401301200,202402061200
Eddy County,NM,0,N/S,202401300600,202401301200,202402061200
McPherson County,NE,0,N/S,202401300600,202401301200,202402061200
Red Willow County,NE,0,N/S,202401300600,202401301200,202402061200
Rock County,NE,0,N/S,202401300600,202401301200,202402061200
Humphreys County,TN,0,N/S,202401300600,202401301200,202402061200
Mason County,IL,0,N/S,202401300600,202401301200,202402061200
Wythe County,VA,0,N/S,202401300600,202401301200,202402061200
Washington County,GA,0,N/S,202401300600,202401301200,202402061200
