NAMELSAD,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Cuming County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Wahkiakum County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
De Baca County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Lancaster County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Nuckolls County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Las Piedras Municipio,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Minnehaha County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Menard County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Sierra County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Clinton County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Hancock County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Hale County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Clay County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Armstrong County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Allen County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
McDuffie County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Sauk County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Stone County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Wallowa County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Beaver County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Jasper County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Henry County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Saguache County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Chatham County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Rich County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Adair County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Lake County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Salem city,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Montgomery County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Hamilton County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Otero County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Catron County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Marengo County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Lincoln County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Barton County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Calhoun County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Poquoson city,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Pocahontas County,2,MRGL,202401290600,05Z 01/29/24,00Z 02/01/24
Clay County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
James City County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Keith County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Phelps County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Calcasieu Parish,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Union Parish,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Sequoyah County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
DeKalb County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Steuben County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Forest County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Tangipahoa Parish,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Stafford County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Menominee County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Jasper County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Brantley County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Lamar County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Steuben County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Orange County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Fayette County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Hampshire County,2,MRGL,202401290600,05Z 01/29/24,00Z 02/01/24
Allen County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Alamance County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Greenwood County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Suffolk County,2,MRGL,202401290600,05Z 01/29/24,00Z 02/01/24
Jefferson County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Gonzales County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Marion County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Alpena County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Wayne County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
White County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Fannin County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Doniphan County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Kerr County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Hernando County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Wakulla County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Walton County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Chickasaw County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Ketchikan Gateway Borough,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Clare County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Republic County,1,TSTM,202401290600,05Z 01/29/24,00Z 02/01/24
Volusia County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
Canadian County,0,N/S,202401290600,05Z 01/29/24,00Z 02/01/24
